Номер теста;Задержка сигнала (мкс);СРЕДНЯЯ задержка сигнала (мкс)
1710;191;201
1711;209;201
1712;185;201
1713;204;201
1714;206;201
1715;196;201
1716;201;201
1717;190;201
1718;194;201
1719;232;201
1720;192;201
1721;224;201
1722;189;201
1723;212;201
1724;184;201
1725;197;201
1726;204;201
1727;191;201
1728;196;201
1729;221;201
1730;202;201
1731;209;201
1732;186;201
1733;202;201
1734;211;201
1735;203;201
1736;198;201
1737;187;201
1738;192;201
1739;213;201
1740;188;201
1741;206;201
1742;214;201
1743;199;201
1744;208;201
1745;195;201
1746;200;201
1747;219;201
1748;197;201
1749;236;201
1750;190;201
1751;203;201
1752;221;201
1753;197;201
1754;222;201
1755;191;201
1756;209;201
1757;218;201
1758;189;201
1759;217;201
1760;190;201
1761;208;201
1762;225;201
1763;198;201
1764;205;201
1765;196;201
1766;202;201
1767;215;201
1768;190;201
1769;204;201
1770;204;201
1771;220;201
1772;183;201
1773;204;201
1774;205;201
1775;194;201
1776;201;201
1777;219;201
1778;195;201
1779;212;201
1780;184;201
1781;205;201
1782;214;201
1783;195;201
1784;206;201
1785;188;201
1786;201;201
1787;219;201
1788;190;201
1789;208;201
1790;208;201
1791;208;201
1792;204;201
1793;187;201
1794;192;201
1795;212;201
1796;183;201
1797;207;201
1798;215;201
1799;196;201
1800;201;201
1801;191;201
1802;196;201
1803;216;201
1804;190;201
1805;205;201
1806;212;201
1807;204;201
1808;207;201
1809;193;201
1810;202;201
1811;190;201
1812;197;201
1813;220;201
1814;189;201
1815;211;201
1816;181;201
1817;204;201
1818;208;201
1819;206;201
1820;200;201
1821;199;201
1822;196;201
1823;219;201
1824;190;201
1825;204;201
1826;211;201
1827;203;201
1828;210;201
1829;192;201
1830;201;201
1831;220;201
1832;194;201
1833;215;201
1834;183;201
1835;208;201
1836;216;201
1837;196;201
1838;204;201
1839;195;201
1840;198;201
1841;214;201
1842;190;201
1843;207;201
1844;185;201
1845;200;201
1846;202;201
1847;192;201
1848;207;201
1849;219;201
1850;194;201
1851;211;201
1852;186;201
1853;201;201
1854;208;201
1855;194;201
1856;194;201
1857;216;201
1858;186;201
1859;208;201
1860;180;201
1861;199;201
1862;204;201
1863;189;201
1864;198;201
1865;216;201
1866;190;201
1867;205;201
1868;208;201
1869;199;201
1870;204;201
1871;206;201
1872;212;201
1873;206;201
1874;180;201
1875;199;201
1876;207;201
1877;203;201
1878;199;201
1879;214;201
1880;188;201
1881;207;201
1882;214;201
1883;193;201
1884;204;201
1885;189;201
1886;199;201
1887;213;201
1888;184;201
1889;204;201
1890;217;201
1891;201;201
1892;209;201
1893;194;201
1894;198;201
1895;219;201
1896;193;201
1897;217;201
1898;187;201
1899;206;201
1900;207;201
1901;198;201
1902;205;201
1903;193;201
1904;195;201
1905;224;201
1906;189;201
1907;211;201
1908;182;201
1909;201;201
1910;211;201
1911;189;201
1912;204;201
1913;191;201
1914;198;201
1915;217;201
1916;186;201
1917;208;201
1918;184;201
1919;201;201
1920;204;201
1921;194;201
1922;210;201
1923;227;201
1924;188;201
1925;209;201
1926;182;201
1927;204;201
1928;214;201
1929;195;201
1930;199;201
1931;188;201
1932;191;201
1933;212;201
1934;195;201
1935;207;201
1936;216;201
1937;202;201
1938;208;201
1939;198;201
1940;201;201
1941;185;201
1942;196;201
1943;214;201
1944;190;201
1945;206;201
1946;180;201
1947;201;201
1948;207;201
1949;193;201
1950;202;201
1951;216;201
1952;192;201
1953;210;201
1954;187;201
1955;199;201
1956;207;201
1957;190;201
1958;198;201
1959;218;201
1960;191;201
1961;216;201
1962;181;201
1963;200;201
1964;209;201
1965;197;201
1966;204;201
1967;192;201
1968;196;201
1969;215;201
1970;189;201
1971;207;201
1972;202;201
1973;205;201
1974;207;201
1975;210;201
1976;204;201
1977;187;201
1978;194;201
1979;213;201
1980;187;201
1981;203;201
1982;211;201
1983;203;201
1984;206;201
1985;190;201
1986;199;201
1987;212;201
1988;189;201
1989;208;201
1990;182;201
1991;200;201
1992;206;201
1993;194;201
1994;202;201
1995;189;201
1996;194;201
1997;214;201
1998;189;201
1999;209;201
2000;213;201
2001;199;201
2002;207;201
2003;192;201
2004;201;201
2005;219;201
2006;188;201
2007;216;201
2008;187;201
2009;206;201
2010;187;201
2011;198;201
2012;211;201
2013;194;201
2014;199;201
2015;188;201
2016;192;201
2017;211;201
2018;187;201
2019;210;201
2020;216;201
2021;197;201
2022;200;201
2023;195;201
2024;201;201
2025;219;201
2026;203;201
2027;211;201
2028;180;201
2029;205;201
2030;209;201
2031;195;201
2032;202;201
2033;220;201
2034;192;201
2035;216;201
2036;185;201
2037;198;201
2038;213;201
2039;198;201
2040;206;201
2041;188;201
2042;190;201
2043;210;201
2044;188;201
2045;207;201
2046;180;201
2047;200;201
2048;214;201
2049;194;201
2050;200;201
2051;189;201
2052;195;201
2053;212;201
2054;183;201
2055;208;201
2056;184;201
2057;202;201
2058;201;201
2059;191;201
2060;199;201
2061;216;201
2062;190;201
2063;208;201
2064;182;201
2065;200;201
2066;204;201
2067;192;201
2068;196;201
2069;213;201
2070;189;201
2071;213;201
2072;182;201
2073;208;201
2074;208;201
2075;191;201
2076;210;201
2077;214;201
2078;193;201
2079;210;201
2080;185;201
2081;207;201
2082;181;201
2083;197;201
2084;208;201
2085;196;201
2086;201;201
2087;186;201
2088;194;201
2089;213;201
2090;187;201
2091;210;201
2092;182;201
2093;202;201
2094;209;201
2095;192;201
2096;201;201
2097;187;201
2098;193;201
2099;208;201
2100;187;201
2101;207;201
2102;212;201
2103;202;201
2104;203;201
2105;203;201
2106;196;201
2107;220;201
2108;194;201
2109;213;201
2110;183;201
2111;207;201
2112;206;201
2113;199;201
2114;205;201
2115;188;201
2116;198;201
2117;219;201
2118;194;201
2119;213;201
2120;187;201
2121;208;201
2122;211;201
2123;217;201
2124;205;201
